LID,POL,POD,AA_Time_Actual_Arrival,AA_Delay,COUNTRY
L6507,GRATH,CUSCU,,0.0,CU
L6508,USSTL,DZALG,,0.0,DZ
L6509,USBOS,CMDLA,,0.0,CM
L6510,TWKHH,TZMWZ,,0.0,TZ
L6511,ECDUN,THBKK,,0.0,TH
L6512,DEHHN,FRCDG,,0.0,FR
L6513,USCLT,USCVG,,0.0,US
L6514,MRNKC,GBMAN,,0.0,GB
L6515,CNPVG,AUMEL,,0.0,AU
L6516,KPICN,GBMAN,,0.0,GB
L6517,CAYUL,GBMAN,,0.0,GB
L6518,GBLHR,ISREK,,0.0,IS
L6519,ILTLV,PLWAW,,0.0,PL
L6520,USCVG,CFBGF,,0.0,CF
L6521,KPICN,HTPAP,,0.0,HT
L6522,GBMAN,TMASB,,0.0,TM
L6523,CNSGH,MZMPM,,0.0,MZ
L6524,JPHND,PHMNL,,0.0,PH
L6525,BDDAC,IQBSR,,0.0,IQ
L6526,AOLAD,ITCTA,,0.0,IT
L6527,CLSCL,TMASB,,0.0,TM
L6528,CAYUL,USPHL,,0.0,US
L6529,JPHND,NPKTM,,0.0,NP
L6530,JPNRT,CDBZV,,0.0,CD
L6531,INMAA,CNNGB,,0.0,CN
L6532,CNPEK,CDFBM,,0.0,CD
L6533,ECUIO,HTPAP,,0.0,HT
L6534,ILTAV,SDJUB,,0.0,SD
L6535,ILTLV,CLSCL,,0.0,CL
L6536,CNCKG,LTKLJ,,0.0,LT
L6537,DEFRA,MUMRU,,0.0,MU
L6538,GTGUA,PTOPO,,0.0,PT
L6539,CNPKX,ECUIO,,0.0,EC
L6540,JPHKT,CFBGF,,0.0,CF
L6541,JPNGO,CDGOM,,0.0,CD
L6542,GBGLA,ITLIN,,0.0,IT
L6543,CNPEK,GBMNC,,0.0,GB
L6544,CUSCU,PKLHE,,0.0,PK
L6545,IDCGK,JPNRT,,0.0,JP
L6546,USSAN,IRIKA,,0.0,IR
L6547,USATL,MTMLA,,0.0,MT
L6548,SGSIN,CDBZV,,0.0,CD
L6549,CNEHU,SAJUB,,0.0,SA
L6550,AZGYD,JPNRT,,0.0,JP
L6551,CNDLC,TWTPE,,0.0,TW
L6552,TNTUN,SGJUR,,0.0,SG
L6553,ILTLV,CAYYC,,0.0,CA
L6554,CNPKX,DZALG,,0.0,DZ
L6555,AEDXB,ILTLV,,0.0,IL
L6556,JPNRT,JPHMD,,0.0,JP
L6557,NZAKL,MQFDF,,0.0,MQ
L6558,DEHHN,LBBEY,,0.0,LB
L6559,CZPRG,GBBHX,,0.0,GB
L6560,IDSUB,NLAMS,,0.0,NL
L6561,DECGN,TRIST,,0.0,TR
L6562,CNDLC,CNNGB,,0.0,CN
L6563,USORD,CDFBM,,0.0,CD
L6564,TRIZM,PTOPO,,0.0,PT
L6565,PHMNL,AESHJ,,0.0,AE
L6566,AUNTL,JOAMM,,0.0,JO
L6567,INAMD,AEDWC,,0.0,AE
L6568,CNEHU,CNCAN,,0.0,CN
L6569,KWKWI,MUMRU,,0.0,MU
L6570,GTGUA,COBOG,,0.0,CO
L6571,ITMXP,GBTIL,,0.0,GB
L6572,CNBJS,THBKK,,0.0,TH
L6573,KWKWI,NOOSL,,0.0,NO
L6574,CRSJO,GBLHR,,0.0,GB
L6575,AEDWC,SAJED,,0.0,SA
L6576,ILTAV,CMDLA,,0.0,CM
L6577,USDFW,USBNA,,0.0,US
L6578,TWTPE,TDNDJ,,0.0,TD
L6579,TNTUN,CUSCU,,0.0,CU
L6580,GBGLA,TMASB,,0.0,TM
L6581,VNDAD,MQFDF,,0.0,MQ
L6582,AZGYD,AUADL,,0.0,AU
L6583,AUBNE,MQFDF,,0.0,MQ
L6584,USPHL,UGEBB,,0.0,UG
L6585,GBGLA,GETBS,,0.0,GE
L6586,CNPKX,PFPPT,,0.0,PF
L6587,TNTUN,KWKWI,,0.0,KW
L6588,AUSYD,CRSJO,,0.0,CR
L6589,IQEBL,BDDAC,,0.0,BD
L6590,KRINC,OMSLL,,0.0,OM
L6591,OMMCT,TMASB,,0.0,TM
L6592,ATVIE,KZNQZ,,0.0,KZ
L6593,EGCAI,CDBZV,,0.0,CD
L6594,GBBHM,PTLIS,,0.0,PT
L6595,USCVG,USMCI,,0.0,US
L6596,CNCTU,HKHKG,,0.0,HK
L6597,TRAYT,MGTNR,,0.0,MG
L6598,CNPKX,AMEVN,,0.0,AM
L6599,JPHND,SKBTS,,0.0,SK
L6600,LVRIX,MQFDF,,0.0,MQ
L6601,DEBRE,CDBZV,,0.0,CD
L6602,MRNKC,AEDXB,,0.0,AE
L6603,HKHKG,JPNRT,,0.0,JP
L6604,CNXMN,PKLHE,,0.0,PK
L6605,CNSHA,JPOKA,,0.0,JP
L6606,CNFOC,CNSZX,,0.0,CN
L6607,TRIZM,GBSTN,,0.0,GB
L6608,JOAMM,RUDYR,,0.0,RU
L6609,CABLR,LTKLJ,,0.0,LT
L6610,BDDAC,INMAA,,0.0,IN
L6611,CNPEK,CNPKX,,0.0,CN
L6612,USPHL,USEWR,,0.0,US
L6613,HKHKG,IRIKA,,0.0,IR
L6614,HKHKG,TMASB,,0.0,TM
L6615,AUADL,AONBJ,,0.0,AO
L6616,GBBBS,GBMAN,,0.0,GB
L6617,NLAMS,NOOSL,,0.0,NO
L6618,NPKTM,MQFDF,,0.0,MQ
L6619,PKSKT,IRIKA,,0.0,IR
L6620,ITLIN,CGPNR,,0.0,CG
L6621,SAJED,AGANU,,0.0,AG
L6622,VNTCG,SADMM,,0.0,SA
L6623,JPNRT,SGSIN,,0.0,SG
L6624,USSDF,USSTL,,0.0,US
L6625,SARUH,AESHJ,,0.0,AE
L6626,PWROR,ATVIE,,0.0,AT
L6627,FJSUV,KZALA,,0.0,KZ
L6628,AOLAD,LBBEY,,0.0,LB
L6629,PLWAW,UGEBB,,0.0,UG
L6630,AOLAD,USPHX,,0.0,US
L6631,GBBHM,IQEBL,,0.0,IQ
L6632,USCHI,USPIT,,0.0,US
L6633,GBSTN,AGANU,,0.0,AG
L6634,AEAUH,MZMPM,,0.0,MZ
L6635,INBOM,LULUX,,0.0,LU
L6636,AEDWC,TZMWZ,,0.0,TZ
L6637,DEDUI,ITCTA,,0.0,IT
L6638,PKISB,AEAUH,,0.0,AE
L6639,AUBNE,JOAMM,,0.0,JO
L6640,AZGYD,INCOK,,0.0,IN
L6641,THTPT,PKLHE,,0.0,PK
L6642,KPICN,USJFK,,0.0,US
L6643,SAJED,INBLR,,0.0,IN
L6644,CNCGU,GTGUA,,0.0,GT
L6645,ESBCN,TNTUN,,0.0,TN
L6646,USSDF,GTGUA,,0.0,GT
L6647,DKCPH,CYLCA,,0.0,CY
L6648,MGTNR,OMSLL,,0.0,OM
L6649,COBOG,UGEBB,,0.0,UG
L6650,CNFOC,UYMVD,,0.0,UY
L6651,USMCI,CRSJO,,0.0,CR
L6652,ATVIE,BSNAS,,0.0,BS
L6653,CAYYC,TDNDJ,,0.0,TD
L6654,CNTNA,JPOKA,,0.0,JP
L6655,CNNGB,INAMD,,0.0,IN
L6656,GBMAN,AUADL,,0.0,AU
L6657,AUBNE,AOLAD,,0.0,AO
L6658,LVRIX,TZDAR,,0.0,TZ
L6659,SGSIN,CRSJO,,0.0,CR
L6660,MGTNR,JPKIX,,0.0,JP
L6661,IDSUB,SDKRT,,0.0,SD
L6662,IDSUB,JPHND,,0.0,JP
L6663,GBBHX,TRIST,,0.0,TR
L6664,GBNCL,IQBSR,,0.0,IQ
L6665,JPNGO,KHPNH,,0.0,KH
L6666,DEHHN,MTMLA,,0.0,MT
L6667,CNBJS,LYMJI,,0.0,LY
L6668,CNQDG,IQEBL,,0.0,IQ
L6669,PWROR,VNHAN,,0.0,VN
L6670,IQEBL,CNXMN,,0.0,CN
L6671,USSFO,ETADD,,0.0,ET
L6672,INHYD,LBBEY,,0.0,LB
L6673,KWKWI,GBMNC,,0.0,GB
L6674,MUPLU,MACMN,,0.0,MA
L6675,JPHND,BDDAC,,0.0,BD
L6676,GTGUA,FRCDG,,0.0,FR
L6677,INAMD,AEDXB,,0.0,AE
L6678,JPNGO,CNWUH,,0.0,CN
L6679,VNSGN,ETADD,,0.0,ET
L6680,MVMLE,SARUH,,0.0,SA
L6681,GBBBS,SNDSS,,0.0,SN
L6682,INMAA,LYMJI,,0.0,LY
L6683,FJSUV,CNPKX,,0.0,CN
L6684,USSAN,TMASB,,0.0,TM
L6685,BRRIO,SOHGA,,0.0,SO
L6686,INDEL,MYKUL,,0.0,MY
L6687,PTOPO,CYECN,,0.0,CY
L6688,CNBJS,AOLAD,,0.0,AO
L6689,JPHKT,TJDYU,,0.0,TJ
L6690,USMCI,CAYWG,,0.0,CA
L6691,AEDXB,MYPEN,,0.0,MY
L6692,TRISL,UYMVD,,0.0,UY
L6693,CLSCL,NPKTM,,0.0,NP
L6694,FJSUV,USEWR,,0.0,US
L6695,GBLHR,DESTR,,0.0,DE
L6696,USIAH,LRMLW,,0.0,LR
L6697,PLWAW,GBMAN,,0.0,GB
L6698,GYGEO,ESMAD,,0.0,ES
L6699,PKKHI,CNXMN,,0.0,CN
L6700,AEAUH,UYMVD,,0.0,UY
L6701,ECGYQ,INCOK,,0.0,IN
L6702,BRRIO,MGTNR,,0.0,MG
L6703,GBLGW,SEMMX,,0.0,SE
L6704,CNPVG,SNDSS,,0.0,SN
L6705,ESMAD,BEBRU,,0.0,BE
L6706,CNPKX,INBLR,,0.0,IN
L6707,GBMNC,GBLBA,,0.0,GB
L6708,CNWUH,RWKGL,,0.0,RW
L6709,INBOM,AESHJ,,0.0,AE
L6710,CNCKG,ILTLV,,0.0,IL
L6711,MGTNR,GBLGW,,0.0,GB
L6712,CNDLC,SADMM,,0.0,SA
L6713,OMMCT,MYKUL,,0.0,MY
L6714,GBLON,ILTLV,,0.0,IL
L6715,PLWAW,UZTAS,,0.0,UZ
L6716,KPICN,CDGOM,,0.0,CD
L6717,DKCPH,MGTNR,,0.0,MG
L6718,DEBRE,AONBJ,,0.0,AO
L6719,VNTCG,PKKHI,,0.0,PK
L6720,PKLHE,JPKIX,,0.0,JP
L6721,CNTAO,SDJUB,,0.0,SD
L6722,BEBRU,HTPAP,,0.0,HT
L6723,USPHL,PFPPT,,0.0,PF
L6724,ECGYE,AUBNE,,0.0,AU
L6725,ILTLV,IDCGK,,0.0,ID
L6726,USCLT,KGFRU,,0.0,KG
L6727,USSAN,MXGDL,,0.0,MX
L6728,MYPEN,ECUIO,,0.0,EC
L6729,CRSJO,GBLGW,,0.0,GB
L6730,CLSCL,UGEBB,,0.0,UG
L6731,ILTAV,JPHMD,,0.0,JP
L6732,SGSIN,AGANU,,0.0,AG
L6733,USDTW,CFBGF,,0.0,CF
L6734,THBKK,AONBJ,,0.0,AO
L6735,USCLE,CAYVR,,0.0,CA
L6736,AEDXB,SDJUB,,0.0,SD
L6737,GTGUA,LKCMB,,0.0,LK
L6738,ETADD,ITCTA,,0.0,IT
L6739,PWROR,HKHI0,,0.0,HK
L6740,PKSKT,CDFBM,,0.0,CD
L6741,GYGEO,USMCO,,0.0,US
L6742,THBKK,CNSZX,,0.0,CN
L6743,MUPLU,UZTAS,,0.0,UZ
L6744,PHMNL,SGSIN,,0.0,SG
L6745,KPICN,INCCU,,0.0,IN
L6746,CRSJO,SGJUR,,0.0,SG
L6747,CNSGH,RWKGL,,0.0,RW
L6748,ARSPD,MQFDF,,0.0,MQ
L6749,INBOM,LKCMB,,0.0,LK
L6750,GYGEO,TJDYU,,0.0,TJ
L6751,CZPRG,LBBEY,,0.0,LB
L6752,KRINC,CUSCU,,0.0,CU
L6753,BHBAH,USSFO,,0.0,US
L6754,FRCQF,LYMJI,,0.0,LY
L6755,BHBAH,USIAH,,0.0,US
L6756,USSDF,ILTLV,,0.0,IL
L6757,USSFO,MXZLO,,0.0,MX
L6758,AGSJO,NGLOS,,0.0,NG
L6759,JPHND,INCOK,,0.0,IN
L6760,GBLHR,USSLC,,0.0,US
L6761,MUMRU,TWTPE,,0.0,TW
L6762,ATVIE,OMMCT,,0.0,OM
L6763,CNHFE,CNXMN,,0.0,CN
L6764,KPICN,CYECN,,0.0,CY
L6765,CNWUX,CNSZX,,0.0,CN
L6766,KRICN,HTPAP,,0.0,HT
L6767,CNCAN,INMAA,,0.0,IN
L6768,CNNKG,TZMWZ,,0.0,TZ
L6769,KWKWI,BHBAH,,0.0,BH
L6770,BHBAH,CMDLA,,0.0,CM
L6771,JPKIX,SNDSS,,0.0,SN
L6772,CNXMN,UGEBB,,0.0,UG
L6773,CAYYC,IQBGW,,0.0,IQ
L6774,OMMCT,DEHAJ,,0.0,DE
L6775,USORD,IQBGW,,0.0,IQ
L6776,KWKWI,UGEBB,,0.0,UG
L6777,CRSJO,USLAX,,0.0,US
L6778,INCCU,MGTNR,,0.0,MG
L6779,LVRIX,JPCTS,,0.0,JP
L6780,KRICN,LULUX,,0.0,LU
L6781,KWKWI,MACAS,,0.0,MA
L6782,KZALA,SAJED,,0.0,SA
L6783,SESTO,LULUX,,0.0,LU
L6784,AZGYD,AREZE,,0.0,AR
L6785,CNSHA,TMASB,,0.0,TM
L6786,ECGYE,CAYUL,,0.0,CA
L6787,HKHKG,CYLCA,,0.0,CY
L6788,ETADD,USIAH,,0.0,US
L6789,MVMLE,BEANR,,0.0,BE
L6790,SGSIN,BDDAC,,0.0,BD
L6791,CNCTU,CNCGO,,0.0,CN
L6792,CAYVR,CAHAL,,0.0,CA
L6793,VNTCG,CNTSN,,0.0,CN
L6794,USDTW,CAYUL,,0.0,CA
L6795,CNCTU,TZDAR,,0.0,TZ
L6796,TRIST,GBABD,,0.0,GB
L6797,CAYEG,CRSJO,,0.0,CR
L6798,FRCQF,BMBDA,,0.0,BM
L6799,MYKUL,OMMCT,,0.0,OM
L6800,ILTAV,AGANU,,0.0,AG
L6801,USCHI,TNTUN,,0.0,TN
L6802,BEBRU,MZMPM,,0.0,MZ
L6803,INMAA,RWKGL,,0.0,RW
L6804,CABLR,USSFO,,0.0,US
L6805,VNTCG,TNTUN,,0.0,TN
L6806,ETADD,KPICN,,0.0,KP
L6807,CNEHU,MYKUL,,0.0,MY
L6808,ITMXP,GBLGW,,0.0,GB
L6809,AEDWC,AGANU,,0.0,AG
L6810,KPICN,KGFRU,,0.0,KG
L6811,MUPLU,CNHGH,,0.0,CN
L6812,ILTAV,TWTPE,,0.0,TW
L6813,USSLC,SKBTS,,0.0,SK
L6814,AZGYD,BRVIX,,0.0,BR
L6815,GBLGW,CMDLA,,0.0,CM
L6816,CNCGU,BSNAS,,0.0,BS
L6817,JOAMM,USIAH,,0.0,US
L6818,AEAUH,JPKIX,,0.0,JP
L6819,KPICN,GBDVR,,0.0,GB
L6820,CNXIY,MGTNR,,0.0,MG
L6821,USPHL,USMEM,,0.0,US
L6822,USPHL,MUMRU,,0.0,MU
L6823,CABLR,GETBS,,0.0,GE
L6824,EGCAI,OMSLL,,0.0,OM
L6825,CNKHN,VNSGN,,0.0,VN
L6826,TRAYT,GBLHR,,0.0,GB
L6827,INCCU,INCOK,,0.0,IN
L6828,CNPVG,TZMWZ,,0.0,TZ
L6829,CNCTU,MZMPM,,0.0,MZ
L6830,CNYAT,GALBV,,0.0,GA
L6831,CAYUL,UGEBB,,0.0,UG
L6832,AGSJO,CNCTU,,0.0,CN
L6833,CNHFE,VNSGN,,0.0,VN
L6834,USPHL,LULUX,,0.0,LU
L6835,CASJB,CUSCU,,0.0,CU
L6836,GBGLW,SEMMX,,0.0,SE
L6837,CNPEK,PFPPT,,0.0,PF
L6838,CNBJS,ILTLV,,0.0,IL
L6839,TWKHH,NPKTM,,0.0,NP
L6840,ATVIE,AONBJ,,0.0,AO
L6841,TRAYT,UGEBB,,0.0,UG
L6842,PELIM,TNTUN,,0.0,TN
L6843,MGTNR,KHPNH,,0.0,KH
L6844,CNTSN,TMASB,,0.0,TM
L6845,LKCMB,DESTR,,0.0,DE
L6846,CASJB,IRIKA,,0.0,IR
L6847,USEWR,PFPPT,,0.0,PF
L6848,BEBRU,GBABD,,0.0,GB
L6849,CNDLC,CNMFM,,0.0,CN
L6850,ESMAD,CRSJO,,0.0,CR
L6851,ECGYQ,USSLC,,0.0,US
L6852,CNHFE,TZDAR,,0.0,TZ
L6853,PHMNL,UYMVD,,0.0,UY
L6854,ILTLV,USMCO,,0.0,US
L6855,GYGEO,JPOKA,,0.0,JP
L6856,GBMNC,ITCTA,,0.0,IT
L6857,TNTUN,TMASB,,0.0,TM
L6858,KPICN,GBABD,,0.0,GB
L6859,SGSIN,VNSGN,,0.0,VN
L6860,OMMCT,KHPNH,,0.0,KH
L6861,JPNGO,HKHI0,,0.0,HK
L6862,IDCGK,LVRIX,,0.0,LV
L6863,CNSHA,GETBS,,0.0,GE
L6864,CAMTR,ECUIO,,0.0,EC
L6865,INCCU,BSNAS,,0.0,BS
L6866,CASJB,GETBS,,0.0,GE
L6867,BDDAC,INAMD,,0.0,IN
L6868,AOLAD,INBLR,,0.0,IN
L6869,GBLON,LULUX,,0.0,LU
L6870,INCCU,UYMVD,,0.0,UY
L6871,CNPVG,MUMRU,,0.0,MU
L6872,AZGYD,RUSVO,,0.0,RU
L6873,CNCGU,MWLLW,,0.0,MW
L6874,USPHL,MXGDL,,0.0,MX
L6875,CNHFE,UZTAS,,0.0,UZ
L6876,USSDF,TJDYU,,0.0,TJ
L6877,AEDWC,TZDAR,,0.0,TZ
L6878,TNTUN,USSDF,,0.0,US
L6879,CNNGB,KRICN,,0.0,KR
L6880,ZACPT,ILTLV,,0.0,IL
L6881,USCVG,GALBV,,0.0,GA
L6882,IQEBL,SAJED,,0.0,SA
L6883,CNXIA,GBLHR,,0.0,GB
L6884,KPICN,EGCAI,,0.0,EG
L6885,GBEMA,KGFRU,,0.0,KG
L6886,PWROR,SESTO,,0.0,SE
L6887,AZGYD,SDJUB,,0.0,SD
L6888,JPHKT,SCSEZ,,0.0,SC
L6889,SARUH,CNTAO,,0.0,CN
L6890,CAYYZ,USBOS,,0.0,US
L6891,GBLHR,IEDUB,,0.0,IE
L6892,GBNCL,MQFDF,,0.0,MQ
L6893,CNXIY,TZDAR,,0.0,TZ
L6894,CNHFE,KGFRU,,0.0,KG
L6895,USCVG,CAHAL,,0.0,CA
L6896,MRNKC,USSTL,,0.0,US
L6897,AUBNE,OMSLL,,0.0,OM
L6898,USPHL,GBMAN,,0.0,GB
L6899,MUMRU,CFBGF,,0.0,CF
L6900,CNKHN,IQBSR,,0.0,IQ
L6901,USSTL,IQBGW,,0.0,IQ
L6902,MRNKC,IDJKT,,0.0,ID
L6903,FRCQF,TRADB,,0.0,TR
L6904,CAYEG,CAYYZ,,0.0,CA
L6905,INBOM,MQFDF,,0.0,MQ
L6906,PKLHE,SGSIN,,0.0,SG
L6907,INAMD,CNCGO,,0.0,CN
L6908,NPKTM,PKISB,,0.0,PK
L6909,CNXMN,BHBAH,,0.0,BH
L6910,GRATH,GALBV,,0.0,GA
L6911,ESBCN,IRIKA,,0.0,IR
L6912,GRATH,TZDAR,,0.0,TZ
L6913,ECGYE,IDCGK,,0.0,ID
L6914,ECDUN,AEDXB,,0.0,AE
L6915,CNFOC,KZGUW,,0.0,KZ
L6916,USLAX,USORD,,0.0,US
L6917,PKISB,INCOK,,0.0,IN
L6918,AZGYD,IQBSR,,0.0,IQ
L6919,PLWAW,SEMMA,,0.0,SE
L6920,IQEBL,CFBGF,,0.0,CF
L6921,AGSJO,RUDYR,,0.0,RU
L6922,AUMEL,BHBAH,,0.0,BH
L6923,KRINC,LTKLJ,,0.0,LT
L6924,MUMRU,CAHAL,,0.0,CA
L6925,CNTAO,INDEL,,0.0,IN
L6926,USCLT,KHPNH,,0.0,KH
L6927,AUNTL,TMASB,,0.0,TM
L6928,ILTAV,IRIKA,,0.0,IR
L6929,SAJED,IDCGK,,0.0,ID
L6930,EGCAI,TRIST,,0.0,TR
L6931,USSFO,GETBS,,0.0,GE
L6932,MYKUL,INAMD,,0.0,IN
L6933,QADOH,IDCGK,,0.0,ID
L6934,FRCQF,UYMVD,,0.0,UY
L6935,CNXMN,CGPNR,,0.0,CG
L6936,CAYEG,LYMJI,,0.0,LY
L6937,GBLHR,CAYMX,,0.0,CA
L6938,CNPVG,USNYC,,0.0,US
L6939,ILTLV,LKCMB,,0.0,LK
L6940,AZGYD,USBOS,,0.0,US
L6941,CNWUH,INDEL,,0.0,IN
L6942,AEAUH,CRSJO,,0.0,CR
L6943,PKKHI,AOLAD,,0.0,AO
L6944,VNSGN,HKHKG,,0.0,HK
L6945,MGTNR,CYLCA,,0.0,CY
L6946,CNXIY,KWKWI,,0.0,KW
L6947,MYKUL,MGTNR,,0.0,MG
L6948,CNTNA,LKCMB,,0.0,LK
L6949,CNCAN,IRIKA,,0.0,IR
L6950,CNHFE,INCCU,,0.0,IN
L6951,NPKTM,ARBUE,,0.0,AR
L6952,BEBRU,GBMAN,,0.0,GB
L6953,CNCGU,JPOKA,,0.0,JP
L6954,CNHGH,CNPKX,,0.0,CN
L6955,NLAMS,USSFO,,0.0,US
L6956,ATVIE,BEANR,,0.0,BE
L6957,JOAMM,USPFN,,0.0,US
L6958,CNHFE,ECUIO,,0.0,EC
L6959,JPNGO,ETADD,,0.0,ET
L6960,IDCGK,CGPNR,,0.0,CG
L6961,SAJED,CYECN,,0.0,CY
L6962,CUSCU,CHZRH,,0.0,CH
L6963,CNNGB,CNCTU,,0.0,CN
L6964,IQEBL,GBBHX,,0.0,GB
L6965,GBMAN,CNTAO,,0.0,CN
L6966,GBBBS,QADOH,,0.0,QA
L6967,EGCAI,ECUIO,,0.0,EC
L6968,CAYYC,USSTL,,0.0,US
L6969,ILTAV,BSNAS,,0.0,BS
L6970,MVMLE,CUSCU,,0.0,CU
L6971,AGSJO,ECUIO,,0.0,EC
L6972,GBBBS,SCSEZ,,0.0,SC
L6973,USCLT,CFBGF,,0.0,CF
L6974,GBGLW,GBDVR,,0.0,GB
L6975,IQEBL,USORD,,0.0,US
L6976,PHMNL,PKLHE,,0.0,PK
L6977,KRINC,MYKUL,,0.0,MY
L6978,FJSUV,AEDXB,,0.0,AE
L6979,CNMFM,INBOM,,0.0,IN
L6980,FJSUV,AUMEL,,0.0,AU
L6981,ILTLV,DEFRA,,0.0,DE
L6982,OMMCT,USSFO,,0.0,US
L6983,GBNCL,KWKWI,,0.0,KW
L6984,GBGLA,SARUH,,0.0,SA
L6985,AGSJO,GBDVR,,0.0,GB
L6986,SGSIN,IRIKA,,0.0,IR
L6987,MRNKC,AUBNE,,0.0,AU
L6988,CABLR,MUMRU,,0.0,MU
L6989,ILTAV,LULUX,,0.0,LU
L6990,LKCMB,IDCGK,,0.0,ID
L6991,KRICN,IQBSR,,0.0,IQ
L6992,TNTUN,DZALG,,0.0,DZ
L6993,USCHI,TZDAR,,0.0,TZ
L6994,VNHAN,GBLGW,,0.0,GB
L6995,AOLAD,SADMM,,0.0,SA
L6996,AUBNE,UYMVD,,0.0,UY
L6997,USPHL,CDGOM,,0.0,CD
L6998,LKCMB,LKCMB,,0.0,LK
L6999,CNTNA,CNTSN,,0.0,CN
L7000,CNHFE,MUMRU,,0.0,MU
L7001,USCLT,SDJUB,,0.0,SD
L7002,DKCPH,ETADD,,0.0,ET
L7003,GYGEO,KZGUW,,0.0,KZ
L7004,AZGYD,IEDUB,,0.0,IE
L7005,GBLHR,TNTUN,,0.0,TN
L7006,JPKIX,UZTAS,,0.0,UZ
L7007,CNQDG,BDDAC,,0.0,BD
L7008,USDET,OMMCT,,0.0,OM
L7009,FJSUV,COBOG,,0.0,CO
L7010,CNFOC,TZMWZ,,0.0,TZ
L7011,DKCPH,IQEBL,,0.0,IQ
L7012,USJFK,OMMCT,,0.0,OM
L7013,KZALA,DEHAM,,0.0,DE
L7014,CNCAN,GBMNC,,0.0,GB
L7015,PKKHI,INMAA,,0.0,IN
L7016,CNCKG,HKHKG,,0.0,HK
L7017,USBOS,USMCO,,0.0,US
L7018,USSTL,USSFO,,0.0,US
L7019,AEAUH,SGSIN,,0.0,SG
L7020,DEHHN,CYLCA,,0.0,CY
L7021,USBOS,USMEM,,0.0,US
L7022,ECGYQ,JPNRT,,0.0,JP
L7023,FRCQF,BEANR,,0.0,BE
L7024,TRADB,NLAMS,,0.0,NL
L7025,INBLR,GALBV,,0.0,GA
L7026,CAYYT,BHBAH,,0.0,BH
L7027,MXMEX,USBNA,,0.0,US
L7028,USSAN,CAYWG,,0.0,CA
L7029,CNXMN,SDKRT,,0.0,SD
L7030,CASJB,USPDX,,0.0,US
L7031,USSTL,USMIA,,0.0,US
L7032,CNPVG,UZTAS,,0.0,UZ
L7033,AZGYD,CNSZX,,0.0,CN
L7034,PKLHE,AOLAD,,0.0,AO
L7035,PHMNL,JPNRT,,0.0,JP
L7036,USJFK,CNPVG,,0.0,CN
L7037,OMMCT,ISREK,,0.0,IS
L7038,AOLAD,TWTPE,,0.0,TW
L7039,CNCGU,CNHGH,,0.0,CN
L7040,PWROR,USIAH,,0.0,US
L7041,CAYYZ,USATL,,0.0,US
L7042,USATL,CAYYZ,,0.0,CA
L7043,MXMEX,AGANU,,0.0,AG
L7044,USABY,SDKRT,,0.0,SD
L7045,USBOS,ECUIO,,0.0,EC
L7046,INCOK,CNHGH,,0.0,CN
L7047,HNSLO,MYKUL,,0.0,MY
L7048,GTGUA,PKLHE,,0.0,PK
L7049,ECGYE,VNHAN,,0.0,VN
L7050,JPNRT,JOAMM,,0.0,JO
L7051,PKKHI,CNMFM,,0.0,CN
L7052,USSLC,USCHI,,0.0,US
L7053,MUMRU,HTPAP,,0.0,HT
L7054,CAYVR,BSNAS,,0.0,BS
L7055,USSAN,USMIA,,0.0,US
L7056,INMAA,NLAMS,,0.0,NL
L7057,CNWUH,OMMCT,,0.0,OM
L7058,SESTO,BEANR,,0.0,BE
L7059,MUPLU,USNYC,,0.0,US
L7060,PWROR,CLSCL,,0.0,CL
L7061,MRNKC,EGCAI,,0.0,EG
L7062,OMMCT,CNHGH,,0.0,CN
L7063,GBLHR,SOHGA,,0.0,SO
L7064,ZACPT,CYECN,,0.0,CY
L7065,BEBRU,UZTAS,,0.0,UZ
L7066,BDDAC,CYLCA,,0.0,CY
L7067,KZALA,ESTFS,,0.0,ES
L7068,SESTO,SKBTS,,0.0,SK
L7069,INMAA,PFPPT,,0.0,PF
L7070,SARUH,TWTPE,,0.0,TW
L7071,AGSJO,JPHND,,0.0,JP
L7072,CNPEK,JPKIX,,0.0,JP
L7073,CNYAT,CDBZV,,0.0,CD
L7074,CNSHA,CNPKX,,0.0,CN
L7075,VNSGN,CNNGB,,0.0,CN
L7076,CNCKG,JPCTS,,0.0,JP
L7077,CNXMN,IQEBL,,0.0,IQ
L7078,MRNKC,MYPEN,,0.0,MY
L7079,GBBFS,ECUIO,,0.0,EC
L7080,AOLAD,BRGRU,,0.0,BR
L7081,MUPLU,AEDXB,,0.0,AE
L7082,DEFRA,ESBCN,,0.0,ES
L7083,AUPER,LBBEY,,0.0,LB
L7084,USDET,KWKWI,,0.0,KW
L7085,CAYUL,LBBEY,,0.0,LB
L7086,KZALA,TNTUN,,0.0,TN
L7087,PKLHE,UYMVD,,0.0,UY
L7088,GYGEO,THBKK,,0.0,TH
L7089,CNPEK,AONBJ,,0.0,AO
L7090,PKISB,CYECN,,0.0,CY
L7091,DEDUI,PFPPT,,0.0,PF
L7092,CNCTU,NLAMS,,0.0,NL
L7093,CNPVG,GBMNC,,0.0,GB
L7094,USDTW,IEDUB,,0.0,IE
L7095,THBKK,UGEBB,,0.0,UG
L7096,MUPLU,PTOPO,,0.0,PT
L7097,IDCGK,CNPKX,,0.0,CN
L7098,CNTAO,JPHND,,0.0,JP
L7099,CABLR,KPICN,,0.0,KP
