VID,VNm,VType,V_Avg_Time,V_Avg_Delay,Voyage
V42946,TRK-37-IB ROAD 1,ROAD,0.0,0.0,VOY-5036
V42947,TRK-37-IB ROAD 2,ROAD,0.0,0.0,VOY-5399
V42948,TRK-37-IB ROAD 3,ROAD,0.0,0.0,VOY-3194
V42949,TRK-37-IB ROAD 4,ROAD,0.0,0.0,VOY-9414
V42950,TRK-37-IB ROAD 5,ROAD,0.0,0.0,VOY-1850
V42951,R-00196805 RAIL 1,RAIL,0.0,0.0,VOY-6306
V42952,R-00196805 RAIL 2,RAIL,0.0,0.0,VOY-1116
V42953,R-00196805 RAIL 3,RAIL,0.0,0.0,VOY-2945
V42954,R-00196805 RAIL 4,RAIL,0.0,0.0,VOY-7340
V42955,R-00196805 RAIL 5,RAIL,0.0,0.0,VOY-3421
V42956,TRK-92-LD ROAD 1,ROAD,0.0,0.0,VOY-3264
V42957,TRK-92-LD ROAD 2,ROAD,0.0,0.0,VOY-3430
V42958,TRK-92-LD ROAD 3,ROAD,0.0,0.0,VOY-5650
V42959,TRK-92-LD ROAD 4,ROAD,0.0,0.0,VOY-5161
V42960,TRK-92-LD ROAD 5,ROAD,0.0,0.0,VOY-6550
V42961,TRK-4-WD ROAD 1,ROAD,0.0,0.0,VOY-9253
V42962,TRK-4-WD ROAD 2,ROAD,0.0,0.0,VOY-2064
V42963,TRK-4-WD ROAD 3,ROAD,0.0,0.0,VOY-8820
V42964,TRK-4-WD ROAD 4,ROAD,0.0,0.0,VOY-5129
V42965,TRK-4-WD ROAD 5,ROAD,0.0,0.0,VOY-3594
V42966,TRK-59-ZF ROAD 1,ROAD,0.0,0.0,VOY-7155
V42967,TRK-59-ZF ROAD 2,ROAD,0.0,0.0,VOY-8736
V42968,TRK-59-ZF ROAD 3,ROAD,0.0,0.0,VOY-3740
V42969,TRK-59-ZF ROAD 4,ROAD,0.0,0.0,VOY-9599
V42970,TRK-59-ZF ROAD 5,ROAD,0.0,0.0,VOY-4786
V42971,TRK-73-IK ROAD 1,ROAD,0.0,0.0,VOY-8980
V42972,TRK-73-IK ROAD 2,ROAD,0.0,0.0,VOY-6392
V42973,TRK-73-IK ROAD 3,ROAD,0.0,0.0,VOY-5065
V42974,TRK-73-IK ROAD 4,ROAD,0.0,0.0,VOY-8125
V42975,TRK-73-IK ROAD 5,ROAD,0.0,0.0,VOY-5431
V42976,TRK-60-GV ROAD 1,ROAD,0.0,0.0,VOY-8461
V42977,TRK-60-GV ROAD 2,ROAD,0.0,0.0,VOY-4307
V42978,TRK-60-GV ROAD 3,ROAD,0.0,0.0,VOY-1192
V42979,TRK-60-GV ROAD 4,ROAD,0.0,0.0,VOY-3340
V42980,TRK-60-GV ROAD 5,ROAD,0.0,0.0,VOY-7936
V42981,TRK-4-YP ROAD 1,ROAD,0.0,0.0,VOY-9668
V42982,TRK-4-YP ROAD 2,ROAD,0.0,0.0,VOY-1257
V42983,TRK-4-YP ROAD 3,ROAD,0.0,0.0,VOY-3594
V42984,TRK-4-YP ROAD 4,ROAD,0.0,0.0,VOY-5030
V42985,TRK-4-YP ROAD 5,ROAD,0.0,0.0,VOY-3298
V42986,TRK-91-HT ROAD 1,ROAD,0.0,0.0,VOY-4172
V42987,TRK-91-HT ROAD 2,ROAD,0.0,0.0,VOY-1783
V42988,TRK-91-HT ROAD 3,ROAD,0.0,0.0,VOY-4516
V42989,TRK-91-HT ROAD 4,ROAD,0.0,0.0,VOY-4127
V42990,TRK-91-HT ROAD 5,ROAD,0.0,0.0,VOY-3193
V42991,TRK-57-FH ROAD 1,ROAD,0.0,0.0,VOY-8792
V42992,TRK-57-FH ROAD 2,ROAD,0.0,0.0,VOY-4146
V42993,TRK-57-FH ROAD 3,ROAD,0.0,0.0,VOY-7709
V42994,TRK-57-FH ROAD 4,ROAD,0.0,0.0,VOY-9418
V42995,TRK-57-FH ROAD 5,ROAD,0.0,0.0,VOY-1898
V42996,R-00198584 RAIL 1,RAIL,0.0,0.0,VOY-5295
V42997,R-00198584 RAIL 2,RAIL,0.0,0.0,VOY-8428
V42998,R-00198584 RAIL 3,RAIL,0.0,0.0,VOY-3114
V42999,R-00198584 RAIL 4,RAIL,0.0,0.0,VOY-8173
V43000,R-00198584 RAIL 5,RAIL,0.0,0.0,VOY-2537
V43001,TRK-89-WT ROAD 1,ROAD,0.0,0.0,VOY-4231
V43002,TRK-89-WT ROAD 2,ROAD,0.0,0.0,VOY-6111
V43003,TRK-89-WT ROAD 3,ROAD,0.0,0.0,VOY-7203
V43004,TRK-89-WT ROAD 4,ROAD,0.0,0.0,VOY-4849
V43005,TRK-89-WT ROAD 5,ROAD,0.0,0.0,VOY-9206
V43006,TRK-75-DX ROAD 1,ROAD,0.0,0.0,VOY-4708
V43007,TRK-75-DX ROAD 2,ROAD,0.0,0.0,VOY-1919
V43008,TRK-75-DX ROAD 3,ROAD,0.0,0.0,VOY-3512
V43009,TRK-75-DX ROAD 4,ROAD,0.0,0.0,VOY-9287
V43010,TRK-75-DX ROAD 5,ROAD,0.0,0.0,VOY-9774
V43011,R-00198866 RAIL 1,RAIL,0.0,0.0,VOY-7121
V43012,R-00198866 RAIL 2,RAIL,0.0,0.0,VOY-8171
V43013,R-00198866 RAIL 3,RAIL,0.0,0.0,VOY-4550
V43014,R-00198866 RAIL 4,RAIL,0.0,0.0,VOY-4329
V43015,R-00198866 RAIL 5,RAIL,0.0,0.0,VOY-5400
V43016,R-00199221 RAIL 1,RAIL,0.0,0.0,VOY-3572
V43017,R-00199221 RAIL 2,RAIL,0.0,0.0,VOY-1684
V43018,R-00199221 RAIL 3,RAIL,0.0,0.0,VOY-7030
V43019,R-00199221 RAIL 4,RAIL,0.0,0.0,VOY-1278
V43020,R-00199221 RAIL 5,RAIL,0.0,0.0,VOY-1968
V43021,TRK-68-YI ROAD 1,ROAD,0.0,0.0,VOY-4607
V43022,TRK-68-YI ROAD 2,ROAD,0.0,0.0,VOY-1967
V43023,TRK-68-YI ROAD 3,ROAD,0.0,0.0,VOY-3186
V43024,TRK-68-YI ROAD 4,ROAD,0.0,0.0,VOY-9311
V43025,TRK-68-YI ROAD 5,ROAD,0.0,0.0,VOY-5484
V43026,R-00199678 RAIL 1,RAIL,0.0,0.0,VOY-9449
V43027,R-00199678 RAIL 2,RAIL,0.0,0.0,VOY-1810
V43028,R-00199678 RAIL 3,RAIL,0.0,0.0,VOY-5270
V43029,R-00199678 RAIL 4,RAIL,0.0,0.0,VOY-2416
V43030,R-00199678 RAIL 5,RAIL,0.0,0.0,VOY-4366
V43031,TRK-46-SP ROAD 1,ROAD,0.0,0.0,VOY-6996
V43032,TRK-46-SP ROAD 2,ROAD,0.0,0.0,VOY-8690
V43033,TRK-46-SP ROAD 3,ROAD,0.0,0.0,VOY-6533
V43034,TRK-46-SP ROAD 4,ROAD,0.0,0.0,VOY-8032
V43035,TRK-46-SP ROAD 5,ROAD,0.0,0.0,VOY-8666
V43036,TRK-91-HI ROAD 1,ROAD,0.0,0.0,VOY-6228
V43037,TRK-91-HI ROAD 2,ROAD,0.0,0.0,VOY-8667
V43038,TRK-91-HI ROAD 3,ROAD,0.0,0.0,VOY-6566
V43039,TRK-91-HI ROAD 4,ROAD,0.0,0.0,VOY-4041
V43040,TRK-91-HI ROAD 5,ROAD,0.0,0.0,VOY-9986
V43041,TRK-77-ZW ROAD 1,ROAD,0.0,0.0,VOY-1388
V43042,TRK-77-ZW ROAD 2,ROAD,0.0,0.0,VOY-9843
V43043,TRK-77-ZW ROAD 3,ROAD,0.0,0.0,VOY-9965
V43044,TRK-77-ZW ROAD 4,ROAD,0.0,0.0,VOY-7951
V43045,TRK-77-ZW ROAD 5,ROAD,0.0,0.0,VOY-1391
V43046,R-00190627 RAIL 1,RAIL,0.0,0.0,VOY-9230
V43047,R-00190627 RAIL 2,RAIL,0.0,0.0,VOY-9810
V43048,R-00190627 RAIL 3,RAIL,0.0,0.0,VOY-5579
V43049,R-00190627 RAIL 4,RAIL,0.0,0.0,VOY-7280
V43050,R-00190627 RAIL 5,RAIL,0.0,0.0,VOY-1648
V43051,TRK-52-VZ ROAD 1,ROAD,0.0,0.0,VOY-9577
V43052,TRK-52-VZ ROAD 2,ROAD,0.0,0.0,VOY-3863
V43053,TRK-52-VZ ROAD 3,ROAD,0.0,0.0,VOY-4752
V43054,TRK-52-VZ ROAD 4,ROAD,0.0,0.0,VOY-8547
V43055,TRK-52-VZ ROAD 5,ROAD,0.0,0.0,VOY-4252
V43056,R-00190692 RAIL 1,RAIL,0.0,0.0,VOY-3919
V43057,R-00190692 RAIL 2,RAIL,0.0,0.0,VOY-8157
V43058,R-00190692 RAIL 3,RAIL,0.0,0.0,VOY-4188
V43059,R-00190692 RAIL 4,RAIL,0.0,0.0,VOY-1236
V43060,R-00190692 RAIL 5,RAIL,0.0,0.0,VOY-6932
V43061,TRK-18-IC ROAD 1,ROAD,0.0,0.0,VOY-9723
V43062,TRK-18-IC ROAD 2,ROAD,0.0,0.0,VOY-2150
V43063,TRK-18-IC ROAD 3,ROAD,0.0,0.0,VOY-1875
V43064,TRK-18-IC ROAD 4,ROAD,0.0,0.0,VOY-7324
V43065,TRK-18-IC ROAD 5,ROAD,0.0,0.0,VOY-5631
V43066,R-00191371 RAIL 1,RAIL,0.0,0.0,VOY-9305
V43067,R-00191371 RAIL 2,RAIL,0.0,0.0,VOY-1178
V43068,R-00191371 RAIL 3,RAIL,0.0,0.0,VOY-3662
V43069,R-00191371 RAIL 4,RAIL,0.0,0.0,VOY-8147
V43070,R-00191371 RAIL 5,RAIL,0.0,0.0,VOY-7100
V43071,TRK-4-LC ROAD 1,ROAD,0.0,0.0,VOY-4236
V43072,TRK-4-LC ROAD 2,ROAD,0.0,0.0,VOY-3910
V43073,TRK-4-LC ROAD 3,ROAD,0.0,0.0,VOY-5633
V43074,TRK-4-LC ROAD 4,ROAD,0.0,0.0,VOY-2620
V43075,TRK-4-LC ROAD 5,ROAD,0.0,0.0,VOY-8073
V43076,R-00191478 RAIL 1,RAIL,0.0,0.0,VOY-3950
V43077,R-00191478 RAIL 2,RAIL,0.0,0.0,VOY-3283
V43078,R-00191478 RAIL 3,RAIL,0.0,0.0,VOY-1118
V43079,R-00191478 RAIL 4,RAIL,0.0,0.0,VOY-5711
V43080,R-00191478 RAIL 5,RAIL,0.0,0.0,VOY-4718
V43081,TRK-12-OG ROAD 1,ROAD,0.0,0.0,VOY-1182
V43082,TRK-12-OG ROAD 2,ROAD,0.0,0.0,VOY-6884
V43083,TRK-12-OG ROAD 3,ROAD,0.0,0.0,VOY-6052
V43084,TRK-12-OG ROAD 4,ROAD,0.0,0.0,VOY-9790
V43085,TRK-12-OG ROAD 5,ROAD,0.0,0.0,VOY-4234
V43086,TRK-20-RK ROAD 1,ROAD,0.0,0.0,VOY-5011
V43087,TRK-20-RK ROAD 2,ROAD,0.0,0.0,VOY-3884
V43088,TRK-20-RK ROAD 3,ROAD,0.0,0.0,VOY-2970
V43089,TRK-20-RK ROAD 4,ROAD,0.0,0.0,VOY-7224
V43090,TRK-20-RK ROAD 5,ROAD,0.0,0.0,VOY-9904
V43091,TRK-3-LV ROAD 1,ROAD,0.0,0.0,VOY-1097
V43092,TRK-3-LV ROAD 2,ROAD,0.0,0.0,VOY-5241
V43093,TRK-3-LV ROAD 3,ROAD,0.0,0.0,VOY-3104
V43094,TRK-3-LV ROAD 4,ROAD,0.0,0.0,VOY-3144
V43095,TRK-3-LV ROAD 5,ROAD,0.0,0.0,VOY-6803
V43096,TRK-49-QI ROAD 1,ROAD,0.0,0.0,VOY-5315
V43097,TRK-49-QI ROAD 2,ROAD,0.0,0.0,VOY-8110
V43098,TRK-49-QI ROAD 3,ROAD,0.0,0.0,VOY-1966
V43099,TRK-49-QI ROAD 4,ROAD,0.0,0.0,VOY-5968
V43100,TRK-49-QI ROAD 5,ROAD,0.0,0.0,VOY-2024
V43101,R-00192679 RAIL 1,RAIL,0.0,0.0,VOY-6120
V43102,R-00192679 RAIL 2,RAIL,0.0,0.0,VOY-5007
V43103,R-00192679 RAIL 3,RAIL,0.0,0.0,VOY-5913
V43104,R-00192679 RAIL 4,RAIL,0.0,0.0,VOY-6339
V43105,R-00192679 RAIL 5,RAIL,0.0,0.0,VOY-3359
V43106,TRK-25-TA ROAD 1,ROAD,0.0,0.0,VOY-6224
V43107,TRK-25-TA ROAD 2,ROAD,0.0,0.0,VOY-3004
V43108,TRK-25-TA ROAD 3,ROAD,0.0,0.0,VOY-8160
V43109,TRK-25-TA ROAD 4,ROAD,0.0,0.0,VOY-5031
V43110,TRK-25-TA ROAD 5,ROAD,0.0,0.0,VOY-9361
V43111,R-00193396 RAIL 1,RAIL,0.0,0.0,VOY-2919
V43112,R-00193396 RAIL 2,RAIL,0.0,0.0,VOY-5385
V43113,R-00193396 RAIL 3,RAIL,0.0,0.0,VOY-5003
V43114,R-00193396 RAIL 4,RAIL,0.0,0.0,VOY-1609
V43115,R-00193396 RAIL 5,RAIL,0.0,0.0,VOY-6432
V43116,R-00193779 RAIL 1,RAIL,0.0,0.0,VOY-2334
V43117,R-00193779 RAIL 2,RAIL,0.0,0.0,VOY-7518
V43118,R-00193779 RAIL 3,RAIL,0.0,0.0,VOY-9394
V43119,R-00193779 RAIL 4,RAIL,0.0,0.0,VOY-4075
V43120,R-00193779 RAIL 5,RAIL,0.0,0.0,VOY-7495
V43121,TRK-81-US ROAD 1,ROAD,0.0,0.0,VOY-3032
V43122,TRK-81-US ROAD 2,ROAD,0.0,0.0,VOY-5791
V43123,TRK-81-US ROAD 3,ROAD,0.0,0.0,VOY-6278
V43124,TRK-81-US ROAD 4,ROAD,0.0,0.0,VOY-9705
V43125,TRK-81-US ROAD 5,ROAD,0.0,0.0,VOY-7707
V43126,TRK-72-RH ROAD 1,ROAD,0.0,0.0,VOY-6999
V43127,TRK-72-RH ROAD 2,ROAD,0.0,0.0,VOY-9909
V43128,TRK-72-RH ROAD 3,ROAD,0.0,0.0,VOY-7052
V43129,TRK-72-RH ROAD 4,ROAD,0.0,0.0,VOY-5355
V43130,TRK-72-RH ROAD 5,ROAD,0.0,0.0,VOY-8490
V43131,R-00194228 RAIL 1,RAIL,0.0,0.0,VOY-6548
V43132,R-00194228 RAIL 2,RAIL,0.0,0.0,VOY-5445
V43133,R-00194228 RAIL 3,RAIL,0.0,0.0,VOY-8335
V43134,R-00194228 RAIL 4,RAIL,0.0,0.0,VOY-5993
V43135,R-00194228 RAIL 5,RAIL,0.0,0.0,VOY-7706
V43136,TRK-89-II ROAD 1,ROAD,0.0,0.0,VOY-4596
V43137,TRK-89-II ROAD 2,ROAD,0.0,0.0,VOY-3023
V43138,TRK-89-II ROAD 3,ROAD,0.0,0.0,VOY-2389
V43139,TRK-89-II ROAD 4,ROAD,0.0,0.0,VOY-3296
V43140,TRK-89-II ROAD 5,ROAD,0.0,0.0,VOY-4116
V43141,TRK-67-XS ROAD 1,ROAD,0.0,0.0,VOY-4981
V43142,TRK-67-XS ROAD 2,ROAD,0.0,0.0,VOY-7620
V43143,TRK-67-XS ROAD 3,ROAD,0.0,0.0,VOY-6340
V43144,TRK-67-XS ROAD 4,ROAD,0.0,0.0,VOY-6101
V43145,TRK-67-XS ROAD 5,ROAD,0.0,0.0,VOY-8524
V43146,TRK-58-PL ROAD 1,ROAD,0.0,0.0,VOY-4549
V43147,TRK-58-PL ROAD 2,ROAD,0.0,0.0,VOY-8417
V43148,TRK-58-PL ROAD 3,ROAD,0.0,0.0,VOY-9501
V43149,TRK-58-PL ROAD 4,ROAD,0.0,0.0,VOY-5182
V43150,TRK-58-PL ROAD 5,ROAD,0.0,0.0,VOY-7437
V43151,TRK-25-DO ROAD 1,ROAD,0.0,0.0,VOY-1037
V43152,TRK-25-DO ROAD 2,ROAD,0.0,0.0,VOY-5521
V43153,TRK-25-DO ROAD 3,ROAD,0.0,0.0,VOY-8463
V43154,TRK-25-DO ROAD 4,ROAD,0.0,0.0,VOY-6537
V43155,TRK-25-DO ROAD 5,ROAD,0.0,0.0,VOY-8630
V43156,R-00195463 RAIL 1,RAIL,0.0,0.0,VOY-4752
V43157,R-00195463 RAIL 2,RAIL,0.0,0.0,VOY-9910
V43158,R-00195463 RAIL 3,RAIL,0.0,0.0,VOY-4496
V43159,R-00195463 RAIL 4,RAIL,0.0,0.0,VOY-4133
V43160,R-00195463 RAIL 5,RAIL,0.0,0.0,VOY-9966
V43161,R-00196693 RAIL 1,RAIL,0.0,0.0,VOY-9718
V43162,R-00196693 RAIL 2,RAIL,0.0,0.0,VOY-4490
V43163,R-00196693 RAIL 3,RAIL,0.0,0.0,VOY-9943
V43164,R-00196693 RAIL 4,RAIL,0.0,0.0,VOY-1959
V43165,R-00196693 RAIL 5,RAIL,0.0,0.0,VOY-1694
V43166,TRK-54-BO ROAD 1,ROAD,0.0,0.0,VOY-4632
V43167,TRK-54-BO ROAD 2,ROAD,0.0,0.0,VOY-7808
V43168,TRK-54-BO ROAD 3,ROAD,0.0,0.0,VOY-7504
V43169,TRK-54-BO ROAD 4,ROAD,0.0,0.0,VOY-8142
V43170,TRK-54-BO ROAD 5,ROAD,0.0,0.0,VOY-7503
V43171,TRK-61-IO ROAD 1,ROAD,0.0,0.0,VOY-1215
V43172,TRK-61-IO ROAD 2,ROAD,0.0,0.0,VOY-4624
V43173,TRK-61-IO ROAD 3,ROAD,0.0,0.0,VOY-3907
V43174,TRK-61-IO ROAD 4,ROAD,0.0,0.0,VOY-3781
V43175,TRK-61-IO ROAD 5,ROAD,0.0,0.0,VOY-9706
V43176,R-00198032 RAIL 1,RAIL,0.0,0.0,VOY-1891
V43177,R-00198032 RAIL 2,RAIL,0.0,0.0,VOY-9256
V43178,R-00198032 RAIL 3,RAIL,0.0,0.0,VOY-7220
V43179,R-00198032 RAIL 4,RAIL,0.0,0.0,VOY-4306
V43180,R-00198032 RAIL 5,RAIL,0.0,0.0,VOY-6366
V43181,TRK-32-QY ROAD 1,ROAD,0.0,0.0,VOY-1703
V43182,TRK-32-QY ROAD 2,ROAD,0.0,0.0,VOY-3742
V43183,TRK-32-QY ROAD 3,ROAD,0.0,0.0,VOY-1045
V43184,TRK-32-QY ROAD 4,ROAD,0.0,0.0,VOY-1048
V43185,TRK-32-QY ROAD 5,ROAD,0.0,0.0,VOY-3680
V43186,R-00199085 RAIL 1,RAIL,0.0,0.0,VOY-3474
V43187,R-00199085 RAIL 2,RAIL,0.0,0.0,VOY-8079
V43188,R-00199085 RAIL 3,RAIL,0.0,0.0,VOY-7634
V43189,R-00199085 RAIL 4,RAIL,0.0,0.0,VOY-6981
V43190,R-00199085 RAIL 5,RAIL,0.0,0.0,VOY-7471
V43191,TRK-95-DN ROAD 1,ROAD,0.0,0.0,VOY-9781
V43192,TRK-95-DN ROAD 2,ROAD,0.0,0.0,VOY-1172
V43193,TRK-95-DN ROAD 3,ROAD,0.0,0.0,VOY-5677
V43194,TRK-95-DN ROAD 4,ROAD,0.0,0.0,VOY-3236
V43195,TRK-95-DN ROAD 5,ROAD,0.0,0.0,VOY-1070
V43196,R-00199308 RAIL 1,RAIL,0.0,0.0,VOY-5063
V43197,R-00199308 RAIL 2,RAIL,0.0,0.0,VOY-6840
V43198,R-00199308 RAIL 3,RAIL,0.0,0.0,VOY-1703
V43199,R-00199308 RAIL 4,RAIL,0.0,0.0,VOY-8993
V43200,R-00199308 RAIL 5,RAIL,0.0,0.0,VOY-3546
V43201,R-00199414 RAIL 1,RAIL,0.0,0.0,VOY-2805
V43202,R-00199414 RAIL 2,RAIL,0.0,0.0,VOY-9737
V43203,R-00199414 RAIL 3,RAIL,0.0,0.0,VOY-9486
V43204,R-00199414 RAIL 4,RAIL,0.0,0.0,VOY-8503
V43205,R-00199414 RAIL 5,RAIL,0.0,0.0,VOY-3148
V43206,TRK-28-UZ ROAD 1,ROAD,0.0,0.0,VOY-2397
V43207,TRK-28-UZ ROAD 2,ROAD,0.0,0.0,VOY-6408
V43208,TRK-28-UZ ROAD 3,ROAD,0.0,0.0,VOY-1938
V43209,TRK-28-UZ ROAD 4,ROAD,0.0,0.0,VOY-2542
V43210,TRK-28-UZ ROAD 5,ROAD,0.0,0.0,VOY-5186
V43211,TRK-52-SA ROAD 1,ROAD,0.0,0.0,VOY-6203
V43212,TRK-52-SA ROAD 2,ROAD,0.0,0.0,VOY-9329
V43213,TRK-52-SA ROAD 3,ROAD,0.0,0.0,VOY-4532
V43214,TRK-52-SA ROAD 4,ROAD,0.0,0.0,VOY-6434
V43215,TRK-52-SA ROAD 5,ROAD,0.0,0.0,VOY-1193
V43216,R-00199668 RAIL 1,RAIL,0.0,0.0,VOY-5262
V43217,R-00199668 RAIL 2,RAIL,0.0,0.0,VOY-5363
V43218,R-00199668 RAIL 3,RAIL,0.0,0.0,VOY-8172
V43219,R-00199668 RAIL 4,RAIL,0.0,0.0,VOY-5997
V43220,R-00199668 RAIL 5,RAIL,0.0,0.0,VOY-2735
V43221,TRK-84-OJ ROAD 1,ROAD,0.0,0.0,VOY-8715
V43222,TRK-84-OJ ROAD 2,ROAD,0.0,0.0,VOY-8751
V43223,TRK-84-OJ ROAD 3,ROAD,0.0,0.0,VOY-8878
V43224,TRK-84-OJ ROAD 4,ROAD,0.0,0.0,VOY-9486
V43225,TRK-84-OJ ROAD 5,ROAD,0.0,0.0,VOY-7654
V43226,R-00200041 RAIL 1,RAIL,0.0,0.0,VOY-1954
V43227,R-00200041 RAIL 2,RAIL,0.0,0.0,VOY-5905
V43228,R-00200041 RAIL 3,RAIL,0.0,0.0,VOY-7112
V43229,R-00200041 RAIL 4,RAIL,0.0,0.0,VOY-5459
V43230,R-00200041 RAIL 5,RAIL,0.0,0.0,VOY-8120
V43231,R-00200496 RAIL 1,RAIL,0.0,0.0,VOY-1361
V43232,R-00200496 RAIL 2,RAIL,0.0,0.0,VOY-7544
V43233,R-00200496 RAIL 3,RAIL,0.0,0.0,VOY-6917
V43234,R-00200496 RAIL 4,RAIL,0.0,0.0,VOY-6342
V43235,R-00200496 RAIL 5,RAIL,0.0,0.0,VOY-6875
V43236,R-00200504 RAIL 1,RAIL,0.0,0.0,VOY-3120
V43237,R-00200504 RAIL 2,RAIL,0.0,0.0,VOY-6747
V43238,R-00200504 RAIL 3,RAIL,0.0,0.0,VOY-8204
V43239,R-00200504 RAIL 4,RAIL,0.0,0.0,VOY-9173
V43240,R-00200504 RAIL 5,RAIL,0.0,0.0,VOY-1289
V43241,TRK-29-SP ROAD 1,ROAD,0.0,0.0,VOY-5514
V43242,TRK-29-SP ROAD 2,ROAD,0.0,0.0,VOY-9390
V43243,TRK-29-SP ROAD 3,ROAD,0.0,0.0,VOY-5076
V43244,TRK-29-SP ROAD 4,ROAD,0.0,0.0,VOY-3624
V43245,TRK-29-SP ROAD 5,ROAD,0.0,0.0,VOY-2384
V43246,R-00200636 RAIL 1,RAIL,0.0,0.0,VOY-2577
V43247,R-00200636 RAIL 2,RAIL,0.0,0.0,VOY-3659
V43248,R-00200636 RAIL 3,RAIL,0.0,0.0,VOY-2897
V43249,R-00200636 RAIL 4,RAIL,0.0,0.0,VOY-4444
V43250,R-00200636 RAIL 5,RAIL,0.0,0.0,VOY-3543
V43251,TRK-62-UU ROAD 1,ROAD,0.0,0.0,VOY-5800
V43252,TRK-62-UU ROAD 2,ROAD,0.0,0.0,VOY-8552
V43253,TRK-62-UU ROAD 3,ROAD,0.0,0.0,VOY-2690
V43254,TRK-62-UU ROAD 4,ROAD,0.0,0.0,VOY-2795
V43255,TRK-62-UU ROAD 5,ROAD,0.0,0.0,VOY-3317
V43256,TRK-9-OW ROAD 1,ROAD,0.0,0.0,VOY-3012
V43257,TRK-9-OW ROAD 2,ROAD,0.0,0.0,VOY-8378
V43258,TRK-9-OW ROAD 3,ROAD,0.0,0.0,VOY-3023
V43259,TRK-9-OW ROAD 4,ROAD,0.0,0.0,VOY-8231
V43260,TRK-9-OW ROAD 5,ROAD,0.0,0.0,VOY-9400
V43261,TRK-77-ZC ROAD 1,ROAD,0.0,0.0,VOY-1556
V43262,TRK-77-ZC ROAD 2,ROAD,0.0,0.0,VOY-3876
V43263,TRK-77-ZC ROAD 3,ROAD,0.0,0.0,VOY-1142
V43264,TRK-77-ZC ROAD 4,ROAD,0.0,0.0,VOY-7111
V43265,TRK-77-ZC ROAD 5,ROAD,0.0,0.0,VOY-5204
V43266,R-00201109 RAIL 1,RAIL,0.0,0.0,VOY-4820
V43267,R-00201109 RAIL 2,RAIL,0.0,0.0,VOY-1423
V43268,R-00201109 RAIL 3,RAIL,0.0,0.0,VOY-5434
V43269,R-00201109 RAIL 4,RAIL,0.0,0.0,VOY-9548
V43270,R-00201109 RAIL 5,RAIL,0.0,0.0,VOY-4411
V43271,TRK-40-ZM ROAD 1,ROAD,0.0,0.0,VOY-6304
V43272,TRK-40-ZM ROAD 2,ROAD,0.0,0.0,VOY-2300
V43273,TRK-40-ZM ROAD 3,ROAD,0.0,0.0,VOY-3731
V43274,TRK-40-ZM ROAD 4,ROAD,0.0,0.0,VOY-6603
V43275,TRK-40-ZM ROAD 5,ROAD,0.0,0.0,VOY-7507
V43276,TRK-29-VE ROAD 1,ROAD,0.0,0.0,VOY-6993
V43277,TRK-29-VE ROAD 2,ROAD,0.0,0.0,VOY-5609
V43278,TRK-29-VE ROAD 3,ROAD,0.0,0.0,VOY-3367
V43279,TRK-29-VE ROAD 4,ROAD,0.0,0.0,VOY-9332
V43280,TRK-29-VE ROAD 5,ROAD,0.0,0.0,VOY-7784
V43281,TRK-90-UO ROAD 1,ROAD,0.0,0.0,VOY-7165
V43282,TRK-90-UO ROAD 2,ROAD,0.0,0.0,VOY-3466
V43283,TRK-90-UO ROAD 3,ROAD,0.0,0.0,VOY-8394
V43284,TRK-90-UO ROAD 4,ROAD,0.0,0.0,VOY-3983
V43285,TRK-90-UO ROAD 5,ROAD,0.0,0.0,VOY-3185
V43286,TRK-71-MZ ROAD 1,ROAD,0.0,0.0,VOY-7845
V43287,TRK-71-MZ ROAD 2,ROAD,0.0,0.0,VOY-3132
V43288,TRK-71-MZ ROAD 3,ROAD,0.0,0.0,VOY-8830
V43289,TRK-71-MZ ROAD 4,ROAD,0.0,0.0,VOY-5576
V43290,TRK-71-MZ ROAD 5,ROAD,0.0,0.0,VOY-9046
V43291,TRK-54-HD ROAD 1,ROAD,0.0,0.0,VOY-2853
V43292,TRK-54-HD ROAD 2,ROAD,0.0,0.0,VOY-1887
V43293,TRK-54-HD ROAD 3,ROAD,0.0,0.0,VOY-3057
V43294,TRK-54-HD ROAD 4,ROAD,0.0,0.0,VOY-2576
V43295,TRK-54-HD ROAD 5,ROAD,0.0,0.0,VOY-7695
V43296,TRK-40-EO ROAD 1,ROAD,0.0,0.0,VOY-5210
V43297,TRK-40-EO ROAD 2,ROAD,0.0,0.0,VOY-1111
V43298,TRK-40-EO ROAD 3,ROAD,0.0,0.0,VOY-8054
V43299,TRK-40-EO ROAD 4,ROAD,0.0,0.0,VOY-7343
V43300,TRK-40-EO ROAD 5,ROAD,0.0,0.0,VOY-3105
V43301,TRK-43-SZ ROAD 1,ROAD,0.0,0.0,VOY-2460
V43302,TRK-43-SZ ROAD 2,ROAD,0.0,0.0,VOY-4353
V43303,TRK-43-SZ ROAD 3,ROAD,0.0,0.0,VOY-6452
V43304,TRK-43-SZ ROAD 4,ROAD,0.0,0.0,VOY-9375
V43305,TRK-43-SZ ROAD 5,ROAD,0.0,0.0,VOY-8725
V43306,TRK-45-UZ ROAD 1,ROAD,0.0,0.0,VOY-2399
V43307,TRK-45-UZ ROAD 2,ROAD,0.0,0.0,VOY-2036
V43308,TRK-45-UZ ROAD 3,ROAD,0.0,0.0,VOY-8097
